total_trades,win_rate,profit_factor,expectancy_r,avg_r,median_r,sum_r,max_drawdown_r,max_losing_streak,avg_holding_bars,scenario,families,sessions,exclude_near_gap,tp_r_multiple,timeout_bars,swing_lookback,rolling_level_n,spread_points,slippage_points,entry_delay_bars,atr_floor_mult,atr_cap_mult
7160,0.3824022346368715,1.0405424382881983,0.023450240896800017,0.023450240896800017,-1.0,167.90372482108813,-96.61106626943693,16,6.157821229050279,gap::exclude_False,"sweep_reclaim,rejection,compression_expansion,momentum_break","asia,london,ny,ny_overlap",False,2.0,16,3,20,0.0,0.0,0,,
7090,0.383638928067701,1.0456405414980445,0.02634386414110339,0.02634386414110339,-1.0,186.77799676042304,-91.19010102092585,16,6.173060648801128,gap::exclude_True,"sweep_reclaim,rejection,compression_expansion,momentum_break","asia,london,ny,ny_overlap",True,2.0,16,3,20,0.0,0.0,0,,
