strategy,timeframe,direction,entry_time,exit_time,entry_price,exit_price,sl_price,tp_price,bars_held,reason,pnl_r
PEM,M5,long,2024-09-13 00:05:00+00:00,2024-09-13 02:05:00+00:00,2551.244,2556.535,2544.698,2564.3360000000007,25,timeout,0.8082798655666803
PEM,M5,long,2024-09-13 03:25:00+00:00,2024-09-13 06:20:00+00:00,2558.125,2557.728,2556.625,2561.125,25,timeout,-0.26466666666662303
PEM,M5,long,2024-09-13 09:25:00+00:00,2024-09-13 11:25:00+00:00,2564.065,2567.675,2559.125,2573.945,25,timeout,0.7307692307692485
PEM,M5,long,2024-09-13 14:55:00+00:00,2024-09-13 16:55:00+00:00,2570.235,2568.435,2564.055,2582.5950000000007,25,timeout,-0.2912621359223458
PEM,M5,long,2024-09-13 23:05:00+00:00,2024-09-14 01:05:00+00:00,2582.388,2581.655,2576.838,2593.4879999999994,25,timeout,-0.1320720720720281
PEM,M5,short,2024-09-16 05:00:00+00:00,2024-09-16 07:00:00+00:00,2578.725,2579.255,2582.825,2570.525,25,timeout,-0.1292682926829785
PEM,M5,long,2024-09-16 10:00:00+00:00,2024-09-16 12:00:00+00:00,2585.105,2585.795,2581.315,2592.685,25,timeout,0.18205804749341983
PEM,M5,long,2024-09-16 12:30:00+00:00,2024-09-16 14:00:00+00:00,2587.345,2584.825,2584.825,2592.3849999999998,19,sl,-1.0
PEM,M5,long,2024-09-16 15:25:00+00:00,2024-09-16 17:25:00+00:00,2586.315,2583.185,2580.985,2596.975,25,timeout,-0.587242026266445
PEM,M5,short,2024-09-16 18:00:00+00:00,2024-09-16 20:00:00+00:00,2577.795,2584.468,2585.895,2561.5950000000003,25,timeout,-0.8238271604938086
PEM,M5,long,2024-09-16 20:20:00+00:00,2024-09-16 20:40:00+00:00,2585.255,2581.588,2581.588,2592.589,5,sl,-1.0
PEM,M5,long,2024-09-16 23:55:00+00:00,2024-09-17 01:55:00+00:00,2582.705,2580.708,2578.515,2591.085,25,timeout,-0.47661097852024287
PEM,M5,long,2024-09-17 06:45:00+00:00,2024-09-17 07:50:00+00:00,2583.375,2581.555,2581.555,2587.0150000000003,14,sl,-1.0
PEM,M5,long,2024-09-17 08:50:00+00:00,2024-09-17 10:20:00+00:00,2582.005,2579.445,2579.445,2587.125,19,sl,-1.0
PEM,M5,short,2024-09-17 12:15:00+00:00,2024-09-17 12:40:00+00:00,2575.854,2577.755,2577.755,2572.051999999999,6,sl,-1.0
PEM,M5,short,2024-09-17 16:00:00+00:00,2024-09-17 18:00:00+00:00,2578.315,2573.215,2585.414,2564.1169999999997,25,timeout,0.7184110438089581
PEM,M5,short,2024-09-18 02:35:00+00:00,2024-09-18 05:30:00+00:00,2567.618,2570.804,2571.558,2559.738,25,timeout,-0.8086294416243921
PEM,M5,long,2024-09-18 06:10:00+00:00,2024-09-18 08:05:00+00:00,2572.008,2575.294,2570.365,2575.294,24,tp,2.0
PEM,M5,long,2024-09-18 10:35:00+00:00,2024-09-18 11:45:00+00:00,2575.785,2570.825,2570.825,2585.705,15,sl,-1.0
PEM,M5,long,2024-09-18 17:10:00+00:00,2024-09-18 18:50:00+00:00,2572.455,2580.309,2568.528,2580.309,21,tp,2.0
PEM,M5,short,2024-09-18 22:45:00+00:00,2024-09-18 23:55:00+00:00,2570.928,2573.218,2573.218,2566.348,15,sl,-1.0
PEM,M5,long,2024-09-19 16:00:00+00:00,2024-09-19 18:00:00+00:00,2585.605,2588.475,2575.194,2606.427,25,timeout,0.27566996446065456
PEM,M5,short,2024-09-20 03:40:00+00:00,2024-09-20 06:35:00+00:00,2586.374,2586.755,2589.378,2580.365999999999,25,timeout,-0.1268308921438972
PEM,M5,long,2024-09-20 09:45:00+00:00,2024-09-20 11:45:00+00:00,2591.745,2593.935,2586.825,2601.585,25,timeout,0.4451219512195167
PEM,M5,long,2024-09-20 15:35:00+00:00,2024-09-20 16:45:00+00:00,2609.455,2605.365,2605.365,2617.635,15,sl,-1.0
PEM,M5,long,2024-09-20 18:05:00+00:00,2024-09-20 20:05:00+00:00,2614.318,2614.655,2608.375,2626.2040000000006,25,timeout,0.056705367659427415
PEM,M5,long,2024-09-23 09:40:00+00:00,2024-09-23 11:40:00+00:00,2623.945,2629.645,2618.704,2634.427,25,timeout,1.0875787063537177
PEM,M5,long,2024-09-23 20:00:00+00:00,2024-09-23 22:00:00+00:00,2625.915,2629.085,2614.765,2648.215,25,timeout,0.2843049327354302
PEM,M5,long,2024-09-24 05:00:00+00:00,2024-09-24 06:25:00+00:00,2628.045,2626.098,2626.098,2631.9390000000003,18,sl,-1.0
PEM,M5,long,2024-09-24 10:45:00+00:00,2024-09-24 12:15:00+00:00,2633.955,2639.0549999999994,2631.405,2639.0549999999994,19,tp,2.0
PEM,M5,long,2024-09-24 17:00:00+00:00,2024-09-24 17:35:00+00:00,2629.905,2634.445,2627.635,2634.445,8,tp,2.0
PEM,M5,long,2024-09-24 21:50:00+00:00,2024-09-24 23:50:00+00:00,2639.735,2653.224,2625.185,2668.8350000000005,25,timeout,0.9270790378006779
PEM,M5,long,2024-09-25 01:30:00+00:00,2024-09-25 02:40:00+00:00,2656.465,2662.8990000000003,2653.248,2662.8990000000003,15,tp,2.0
PEM,M5,long,2024-09-25 05:10:00+00:00,2024-09-25 07:10:00+00:00,2658.374,2657.875,2656.334,2662.4539999999997,25,timeout,-0.2446078431371594
PEM,M5,long,2024-09-25 08:05:00+00:00,2024-09-25 08:30:00+00:00,2661.375,2657.885,2657.885,2668.3549999999996,6,sl,-1.0
PEM,M5,short,2024-09-25 12:35:00+00:00,2024-09-25 13:05:00+00:00,2657.065,2659.435,2659.435,2652.3250000000003,7,sl,-1.0
PEM,M5,long,2024-09-25 21:40:00+00:00,2024-09-25 21:40:00+00:00,2667.185,2663.095,2663.095,2675.3650000000002,1,sl,-1.0
PEM,M5,short,2024-09-25 23:20:00+00:00,2024-09-26 00:30:00+00:00,2655.745,2659.085,2659.085,2649.0649999999996,15,sl,-1.0
PEM,M5,short,2024-09-26 06:20:00+00:00,2024-09-26 07:55:00+00:00,2657.315,2659.505,2659.505,2652.935,20,sl,-1.0
PEM,M5,long,2024-09-26 15:00:00+00:00,2024-09-26 17:00:00+00:00,2666.278,2669.065,2661.035,2676.7639999999997,25,timeout,0.5315658973870484
PEM,M5,long,2024-09-26 22:35:00+00:00,2024-09-26 23:15:00+00:00,2669.714,2664.378,2664.378,2680.3859999999995,9,sl,-1.0
PEM,M5,long,2024-09-27 01:25:00+00:00,2024-09-27 03:25:00+00:00,2674.664,2671.938,2669.298,2685.396000000001,25,timeout,-0.5080134178158571
PEM,M5,long,2024-09-27 10:35:00+00:00,2024-09-27 12:20:00+00:00,2672.085,2668.505,2668.505,2679.245,22,sl,-1.0
PEM,M5,short,2024-09-28 00:35:00+00:00,2024-09-28 02:25:00+00:00,2645.465,2649.834,2649.834,2636.7270000000008,23,sl,-1.0
PEM,M5,long,2024-09-30 05:50:00+00:00,2024-09-30 07:50:00+00:00,2663.225,2662.915,2659.848,2669.979,25,timeout,-0.0917974533609564
PEM,M5,long,2024-09-30 14:10:00+00:00,2024-09-30 14:40:00+00:00,2658.645,2656.358,2656.358,2663.2189999999996,7,sl,-1.0
PEM,M5,short,2024-09-30 17:45:00+00:00,2024-09-30 19:45:00+00:00,2640.065,2636.295,2649.255,2621.685,25,timeout,0.4102285092491795
PEM,M5,short,2024-09-30 22:10:00+00:00,2024-09-30 23:20:00+00:00,2632.228,2636.865,2636.865,2622.9540000000006,15,sl,-1.0
PEM,M5,short,2024-10-01 02:25:00+00:00,2024-10-01 02:50:00+00:00,2627.438,2631.118,2631.118,2620.0780000000004,6,sl,-1.0
PEM,M5,long,2024-10-01 08:35:00+00:00,2024-10-01 09:35:00+00:00,2637.555,2636.084,2636.084,2640.497,13,sl,-1.0
PEM,M5,long,2024-10-01 10:55:00+00:00,2024-10-01 12:45:00+00:00,2638.025,2643.685,2635.195,2643.685,23,tp,2.0
PEM,M5,long,2024-10-01 18:10:00+00:00,2024-10-01 18:30:00+00:00,2650.245,2648.345,2648.345,2654.045,5,sl,-1.0
