session,total_trades,win_rate,profit_factor,expectancy_r,sum_r,max_drawdown_r,avg_holding_bars
Asia,405,0.5111111111111111,1.3447235912662285,0.08488314030975251,34.37767182544977,-8.316132420008778,11.624691358024691
NY_Late,552,0.41847826086956524,1.0629972338013223,0.028601074014597674,15.787792856057916,-13.645018991063798,9.503623188405797
London,558,0.4444444444444444,1.0305033396008514,0.012505645522599204,6.978150201610356,-35.993370940788985,10.207885304659499
NY_Overlap,263,0.4296577946768061,0.977167895959363,-0.0095796551806026,-2.519449312498484,-24.274461364898205,10.228136882129277
