signal_ts,entry_ts,family,side,entry,stop,tp,risk,timeout_bars,session,exit_ts,exit_price,exit_reason,holding_bars,r_mult,split,year
2020-11-30 11:15:00+00:00,2020-11-30 11:30:00+00:00,rejection,short,1770.745,1773.084,1766.0669999999996,2.339000000000169,12,london,2020-11-30 12:15:00+00:00,1766.0669999999996,tp,3,2.0,train,2020
2020-11-30 12:15:00+00:00,2020-11-30 12:30:00+00:00,compression_expansion,short,1765.318,1772.248,1751.4579999999999,6.930000000000064,12,london,2020-11-30 13:30:00+00:00,1772.248,sl,4,-1.0,train,2020
2020-12-02 07:00:00+00:00,2020-12-02 07:15:00+00:00,sweep_reclaim,long,1811.895,1811.034,1813.6169999999997,0.8609999999998763,12,london,2020-12-02 07:45:00+00:00,1813.6169999999997,tp,2,2.0,train,2020
2020-12-02 07:45:00+00:00,2020-12-02 08:00:00+00:00,rejection,long,1813.238,1811.895,1815.9240000000002,1.3430000000000746,12,london,2020-12-02 08:00:00+00:00,1811.895,sl,0,-1.0,train,2020
2020-12-02 08:30:00+00:00,2020-12-02 08:45:00+00:00,rejection,long,1812.618,1811.448,1814.9579999999996,1.1699999999998454,12,london,2020-12-02 08:45:00+00:00,1814.9579999999996,tp,0,2.0,train,2020
2020-12-02 10:45:00+00:00,2020-12-02 11:00:00+00:00,rejection,long,1810.148,1808.785,1812.8739999999996,1.362999999999829,12,london,2020-12-02 12:15:00+00:00,1808.785,sl,5,-1.0,train,2020
2020-12-02 12:30:00+00:00,2020-12-02 12:45:00+00:00,rejection,long,1809.425,1807.784,1812.7069999999997,1.640999999999849,12,london,2020-12-02 12:45:00+00:00,1807.784,sl,0,-1.0,train,2020
2020-12-02 12:45:00+00:00,2020-12-02 13:00:00+00:00,sweep_reclaim,long,1810.165,1807.784,1814.9269999999997,2.380999999999858,12,london,2020-12-02 14:45:00+00:00,1814.9269999999997,tp,7,2.0,train,2020
2020-12-03 07:30:00+00:00,2020-12-03 07:45:00+00:00,rejection,long,1828.965,1828.915,1829.0649999999998,0.049999999999954525,12,london,2020-12-03 07:45:00+00:00,1828.915,sl,0,-1.0,train,2020
2020-12-03 08:15:00+00:00,2020-12-03 08:30:00+00:00,sweep_reclaim,long,1829.708,1827.328,1834.4680000000003,2.380000000000109,12,london,2020-12-03 08:30:00+00:00,1827.328,sl,0,-1.0,train,2020
2020-12-03 08:45:00+00:00,2020-12-03 09:00:00+00:00,rejection,long,1827.655,1827.158,1828.6490000000001,0.49700000000007094,12,london,2020-12-03 09:00:00+00:00,1827.158,sl,0,-1.0,train,2020
2020-12-03 11:00:00+00:00,2020-12-03 11:15:00+00:00,rejection,long,1835.685,1831.31,1844.435,4.375,12,london,2020-12-03 13:45:00+00:00,1831.31,sl,10,-1.0,train,2020
2020-12-04 07:15:00+00:00,2020-12-04 07:30:00+00:00,rejection,long,1840.165,1839.528,1841.4389999999999,0.6369999999999436,12,london,2020-12-04 07:30:00+00:00,1841.4389999999999,tp,0,2.0,train,2020
2020-12-04 07:45:00+00:00,2020-12-04 08:00:00+00:00,rejection,long,1842.188,1839.235,1848.0940000000005,2.953000000000202,12,london,2020-12-04 08:15:00+00:00,1839.235,sl,1,-1.0,train,2020
2020-12-04 08:45:00+00:00,2020-12-04 09:00:00+00:00,sweep_reclaim,long,1840.038,1838.189,1843.7359999999999,1.8489999999999327,12,london,2020-12-04 09:15:00+00:00,1838.189,sl,1,-1.0,train,2020
2020-12-07 11:45:00+00:00,2020-12-07 12:00:00+00:00,compression_expansion,long,1839.155,1837.368,1842.729,1.7870000000000346,12,london,2020-12-07 15:00:00+00:00,1838.028,timeout,12,-0.6306659205371745,train,2020
2020-12-08 07:15:00+00:00,2020-12-08 07:30:00+00:00,rejection,long,1863.498,1863.078,1864.3380000000002,0.42000000000007276,12,london,2020-12-08 07:45:00+00:00,1864.3380000000002,tp,1,2.0,train,2020
2020-12-08 12:15:00+00:00,2020-12-08 12:30:00+00:00,rejection,long,1869.738,1867.548,1874.1180000000002,2.1900000000000546,12,london,2020-12-08 12:45:00+00:00,1867.548,sl,1,-1.0,train,2020
2020-12-09 08:15:00+00:00,2020-12-09 08:30:00+00:00,sweep_reclaim,long,1867.275,1867.068,1867.6890000000003,0.20700000000010732,12,london,2020-12-09 08:30:00+00:00,1867.068,sl,0,-1.0,train,2020
2020-12-09 08:30:00+00:00,2020-12-09 08:45:00+00:00,rejection,long,1867.638,1865.225,1872.464,2.413000000000011,12,london,2020-12-09 09:45:00+00:00,1865.225,sl,4,-1.0,train,2020
2020-12-10 09:00:00+00:00,2020-12-10 09:15:00+00:00,rejection,short,1838.408,1839.915,1835.3939999999998,1.5070000000000618,12,london,2020-12-10 09:15:00+00:00,1839.915,sl,0,-1.0,train,2020
2020-12-10 10:15:00+00:00,2020-12-10 10:30:00+00:00,rejection,short,1840.218,1842.015,1836.624,1.7970000000000255,12,london,2020-12-10 11:15:00+00:00,1842.015,sl,3,-1.0,train,2020
2020-12-11 08:30:00+00:00,2020-12-11 08:45:00+00:00,rejection,short,1838.445,1839.305,1836.7249999999997,0.8600000000001273,12,london,2020-12-11 08:45:00+00:00,1839.305,sl,0,-1.0,train,2020
2020-12-11 12:45:00+00:00,2020-12-11 13:00:00+00:00,compression_expansion,short,1835.685,1838.165,1830.725,2.480000000000018,12,london,2020-12-11 16:00:00+00:00,1832.918,timeout,12,1.115725806451626,train,2020
2020-12-14 11:30:00+00:00,2020-12-14 11:45:00+00:00,rejection,short,1835.398,1836.625,1832.9439999999997,1.2270000000000891,12,london,2020-12-14 12:45:00+00:00,1832.9439999999997,tp,4,2.0,train,2020
2020-12-15 08:15:00+00:00,2020-12-15 08:30:00+00:00,rejection,short,1826.138,1827.769,1822.8759999999997,1.6310000000000855,12,london,2020-12-15 08:30:00+00:00,1827.769,sl,0,-1.0,train,2020
2020-12-16 07:30:00+00:00,2020-12-16 07:45:00+00:00,rejection,long,1852.218,1851.415,1853.8240000000003,0.803000000000111,12,london,2020-12-16 08:00:00+00:00,1851.415,sl,1,-1.0,train,2020
2020-12-16 09:00:00+00:00,2020-12-16 09:15:00+00:00,rejection,long,1852.195,1851.328,1853.9289999999999,0.8669999999999618,12,london,2020-12-16 09:15:00+00:00,1853.9289999999999,tp,0,2.0,train,2020
2020-12-16 10:30:00+00:00,2020-12-16 10:45:00+00:00,rejection,long,1856.885,1856.215,1858.2250000000001,0.6700000000000728,12,london,2020-12-16 12:15:00+00:00,1856.215,sl,6,-1.0,train,2020
2020-12-17 09:45:00+00:00,2020-12-17 10:00:00+00:00,sweep_reclaim,long,1863.008,1862.625,1863.7740000000001,0.3830000000000382,12,london,2020-12-17 10:00:00+00:00,1863.7740000000001,tp,0,2.0,train,2020
2020-12-17 11:30:00+00:00,2020-12-17 11:45:00+00:00,compression_expansion,long,1866.895,1863.598,1873.489,3.2970000000000255,12,london,2020-12-17 14:45:00+00:00,1873.489,tp,12,2.0,train,2020
2020-12-18 10:00:00+00:00,2020-12-18 10:15:00+00:00,rejection,long,1880.605,1879.445,1882.9250000000002,1.1600000000000819,12,london,2020-12-18 10:45:00+00:00,1882.9250000000002,tp,2,2.0,train,2020
2020-12-18 12:00:00+00:00,2020-12-18 12:15:00+00:00,compression_expansion,long,1884.855,1881.218,1892.129,3.6369999999999436,12,london,2020-12-18 13:15:00+00:00,1881.218,sl,4,-1.0,train,2020
2020-12-21 09:30:00+00:00,2020-12-21 09:45:00+00:00,rejection,long,1897.098,1894.0,1903.2939999999999,3.0979999999999563,12,london,2020-12-21 10:30:00+00:00,1894.0,sl,3,-1.0,train,2020
2020-12-21 11:00:00+00:00,2020-12-21 11:15:00+00:00,rejection,long,1895.645,1893.328,1900.279,2.3170000000000073,12,london,2020-12-21 12:15:00+00:00,1900.279,tp,4,2.0,train,2020
2020-12-21 12:30:00+00:00,2020-12-21 12:45:00+00:00,rejection,long,1902.185,1898.455,1909.645,3.730000000000018,12,london,2020-12-21 14:00:00+00:00,1898.455,sl,5,-1.0,train,2020
2020-12-22 09:45:00+00:00,2020-12-22 10:00:00+00:00,sweep_reclaim,short,1882.338,1882.838,1881.338,0.5,12,london,2020-12-22 10:00:00+00:00,1882.838,sl,0,-1.0,train,2020
2020-12-22 12:00:00+00:00,2020-12-22 12:15:00+00:00,rejection,long,1880.795,1880.445,1881.4950000000003,0.3500000000001364,12,london,2020-12-22 12:15:00+00:00,1880.445,sl,0,-1.0,train,2020
2020-12-23 08:45:00+00:00,2020-12-23 09:00:00+00:00,sweep_reclaim,short,1866.015,1867.268,1863.5090000000002,1.252999999999929,12,london,2020-12-23 09:15:00+00:00,1863.5090000000002,tp,1,2.0,train,2020
2020-12-23 10:30:00+00:00,2020-12-23 10:45:00+00:00,rejection,short,1864.725,1866.138,1861.899,1.413000000000011,12,london,2020-12-23 11:00:00+00:00,1866.138,sl,1,-1.0,train,2020
2020-12-23 11:00:00+00:00,2020-12-23 11:15:00+00:00,rejection,short,1864.995,1865.918,1863.149,0.9230000000000018,12,london,2020-12-23 11:15:00+00:00,1865.918,sl,0,-1.0,train,2020
2020-12-23 12:00:00+00:00,2020-12-23 12:15:00+00:00,rejection,short,1866.585,1867.188,1865.379,0.6030000000000655,12,london,2020-12-23 12:15:00+00:00,1867.188,sl,0,-1.0,train,2020
2020-12-23 12:30:00+00:00,2020-12-23 12:45:00+00:00,compression_expansion,short,1865.658,1867.945,1861.0839999999998,2.2870000000000346,12,london,2020-12-23 14:15:00+00:00,1867.945,sl,6,-1.0,train,2020
2020-12-24 10:45:00+00:00,2020-12-24 11:00:00+00:00,rejection,long,1875.298,1874.918,1876.0580000000002,0.38000000000010914,12,london,2020-12-24 11:00:00+00:00,1876.0580000000002,tp,0,2.0,train,2020
2020-12-24 11:15:00+00:00,2020-12-24 11:30:00+00:00,rejection,long,1875.828,1873.798,1879.888,2.0299999999999727,12,london,2020-12-24 14:30:00+00:00,1876.395,timeout,12,0.27931034482759354,train,2020
2020-12-28 07:45:00+00:00,2020-12-28 08:00:00+00:00,rejection,long,1887.318,1886.688,1888.5779999999997,0.6299999999998818,12,london,2020-12-28 08:00:00+00:00,1886.688,sl,0,-1.0,train,2020
2020-12-28 08:00:00+00:00,2020-12-28 08:15:00+00:00,rejection,long,1888.128,1886.048,1892.2879999999998,2.0799999999999272,12,london,2020-12-28 08:15:00+00:00,1892.2879999999998,tp,0,2.0,train,2020
2020-12-28 08:30:00+00:00,2020-12-28 08:45:00+00:00,rejection,long,1894.488,1885.618,1912.2280000000003,8.870000000000118,12,london,2020-12-28 11:45:00+00:00,1894.858,timeout,12,0.04171364148814948,train,2020
2020-12-28 11:45:00+00:00,2020-12-28 12:00:00+00:00,rejection,long,1894.848,1893.595,1897.3539999999998,1.252999999999929,12,london,2020-12-28 12:30:00+00:00,1893.595,sl,2,-1.0,train,2020
2020-12-29 12:45:00+00:00,2020-12-29 13:00:00+00:00,compression_expansion,short,1875.718,1879.088,1868.9780000000003,3.369999999999891,12,london,2020-12-29 13:15:00+00:00,1879.088,sl,1,-1.0,train,2020
2020-12-30 07:00:00+00:00,2020-12-30 07:15:00+00:00,rejection,short,1877.948,1878.308,1877.2280000000003,0.35999999999989996,12,london,2020-12-30 07:15:00+00:00,1878.308,sl,0,-1.0,train,2020
2020-12-30 07:15:00+00:00,2020-12-30 07:30:00+00:00,rejection,short,1878.078,1878.798,1876.638,0.7200000000000273,12,london,2020-12-30 08:00:00+00:00,1878.798,sl,2,-1.0,train,2020
2020-12-30 09:30:00+00:00,2020-12-30 09:45:00+00:00,rejection,long,1883.258,1882.688,1884.398,0.5699999999999363,12,london,2020-12-30 09:45:00+00:00,1882.688,sl,0,-1.0,train,2020
2020-12-30 11:00:00+00:00,2020-12-30 11:15:00+00:00,rejection,long,1884.285,1883.505,1885.845,0.7799999999999727,12,london,2020-12-30 12:00:00+00:00,1885.845,tp,3,2.0,train,2020
2020-12-31 07:15:00+00:00,2020-12-31 07:30:00+00:00,rejection,long,1894.968,1893.365,1898.1740000000002,1.6030000000000655,12,london,2020-12-31 08:15:00+00:00,1898.1740000000002,tp,3,2.0,train,2020
2020-12-31 08:45:00+00:00,2020-12-31 09:00:00+00:00,rejection,long,1896.718,1894.068,1902.0180000000003,2.650000000000091,12,london,2020-12-31 10:00:00+00:00,1894.068,sl,4,-1.0,train,2020
2020-12-31 10:30:00+00:00,2020-12-31 10:45:00+00:00,sweep_reclaim,long,1888.955,1888.208,1890.4489999999996,0.7469999999998436,12,london,2020-12-31 11:45:00+00:00,1888.208,sl,4,-1.0,train,2020
2020-12-31 11:45:00+00:00,2020-12-31 12:00:00+00:00,rejection,long,1889.208,1888.468,1890.688,0.7400000000000091,12,london,2020-12-31 12:15:00+00:00,1888.468,sl,1,-1.0,train,2020
2020-12-31 12:15:00+00:00,2020-12-31 12:30:00+00:00,sweep_reclaim,long,1888.275,1887.705,1889.4150000000004,0.5700000000001637,12,london,2020-12-31 12:30:00+00:00,1889.4150000000004,tp,0,2.0,train,2020
2021-01-04 07:00:00+00:00,2021-01-04 07:15:00+00:00,rejection,long,1912.798,1908.158,1922.0780000000002,4.6400000000001,12,london,2021-01-04 10:15:00+00:00,1922.0780000000002,tp,12,2.0,train,2021
2021-01-04 10:15:00+00:00,2021-01-04 10:30:00+00:00,rejection,long,1922.155,1917.928,1930.6089999999997,4.226999999999862,12,london,2021-01-04 13:30:00+00:00,1924.205,timeout,12,0.4849775254317534,train,2021
2021-01-05 07:30:00+00:00,2021-01-05 07:45:00+00:00,sweep_reclaim,long,1940.418,1939.398,1942.4579999999999,1.0199999999999818,12,london,2021-01-05 07:45:00+00:00,1939.398,sl,0,-1.0,train,2021
2021-01-05 07:45:00+00:00,2021-01-05 08:00:00+00:00,sweep_reclaim,long,1939.28,1938.978,1939.8839999999998,0.30199999999990723,12,london,2021-01-05 08:00:00+00:00,1938.978,sl,0,-1.0,train,2021
2021-01-05 08:15:00+00:00,2021-01-05 08:30:00+00:00,rejection,long,1938.475,1936.828,1941.7689999999998,1.6469999999999345,12,london,2021-01-05 08:45:00+00:00,1936.828,sl,1,-1.0,train,2021
2021-01-05 09:00:00+00:00,2021-01-05 09:15:00+00:00,sweep_reclaim,long,1937.699,1936.248,1940.601,1.4510000000000218,12,london,2021-01-05 10:15:00+00:00,1940.601,tp,4,2.0,train,2021
2021-01-05 11:00:00+00:00,2021-01-05 11:15:00+00:00,rejection,long,1941.479,1941.358,1941.7210000000002,0.12100000000009459,12,london,2021-01-05 11:15:00+00:00,1941.358,sl,0,-1.0,train,2021
2021-01-06 08:30:00+00:00,2021-01-06 08:45:00+00:00,sweep_reclaim,long,1950.225,1949.475,1951.725,0.75,12,london,2021-01-06 08:45:00+00:00,1949.475,sl,0,-1.0,train,2021
2021-01-06 10:15:00+00:00,2021-01-06 10:30:00+00:00,rejection,long,1944.035,1942.3,1947.5050000000003,1.7350000000001273,12,london,2021-01-06 10:30:00+00:00,1947.5050000000003,tp,0,2.0,train,2021
2021-01-07 07:45:00+00:00,2021-01-07 08:00:00+00:00,rejection,short,1921.448,1924.535,1915.2740000000001,3.086999999999989,12,london,2021-01-07 09:30:00+00:00,1915.2740000000001,tp,6,2.0,train,2021
2021-01-07 09:45:00+00:00,2021-01-07 10:00:00+00:00,rejection,short,1915.528,1918.965,1908.6540000000002,3.436999999999898,12,london,2021-01-07 12:45:00+00:00,1918.965,sl,11,-1.0,train,2021
2021-01-08 08:15:00+00:00,2021-01-08 08:30:00+00:00,rejection,short,1911.055,1916.505,1900.155,5.4500000000000455,12,london,2021-01-08 11:30:00+00:00,1910.195,timeout,12,0.15779816513763673,train,2021
2021-01-11 07:15:00+00:00,2021-01-11 07:30:00+00:00,rejection,short,1846.788,1850.648,1839.0680000000002,3.8599999999999,12,london,2021-01-11 08:00:00+00:00,1839.0680000000002,tp,2,2.0,train,2021
2021-01-11 08:30:00+00:00,2021-01-11 08:45:00+00:00,rejection,short,1821.028,1844.828,1773.428,23.799999999999955,12,london,2021-01-11 11:45:00+00:00,1831.648,timeout,12,-0.44621848739495423,train,2021
2021-01-12 09:45:00+00:00,2021-01-12 10:00:00+00:00,sweep_reclaim,short,1846.368,1848.476,1842.1519999999996,2.1080000000001746,12,london,2021-01-12 10:15:00+00:00,1848.476,sl,1,-1.0,train,2021
2021-01-14 07:00:00+00:00,2021-01-14 07:15:00+00:00,rejection,short,1848.068,1848.618,1846.968,0.5499999999999545,12,london,2021-01-14 07:15:00+00:00,1848.618,sl,0,-1.0,train,2021
2021-01-14 08:30:00+00:00,2021-01-14 08:45:00+00:00,rejection,short,1850.608,1850.705,1850.414,0.09699999999997999,12,london,2021-01-14 08:45:00+00:00,1850.705,sl,0,-1.0,train,2021
2021-01-14 10:30:00+00:00,2021-01-14 10:45:00+00:00,rejection,short,1837.948,1841.458,1830.928,3.509999999999991,12,london,2021-01-14 12:30:00+00:00,1841.458,sl,7,-1.0,train,2021
2021-01-18 08:15:00+00:00,2021-01-18 08:30:00+00:00,rejection,short,1820.535,1822.138,1817.3290000000004,1.602999999999838,12,london,2021-01-18 08:30:00+00:00,1822.138,sl,0,-1.0,train,2021
2021-01-18 09:15:00+00:00,2021-01-18 09:30:00+00:00,rejection,short,1825.525,1826.735,1823.1050000000005,1.209999999999809,12,london,2021-01-18 09:30:00+00:00,1826.735,sl,0,-1.0,train,2021
2021-01-20 08:45:00+00:00,2021-01-20 09:00:00+00:00,rejection,long,1845.495,1843.905,1848.6749999999997,1.5899999999999181,12,london,2021-01-20 09:45:00+00:00,1848.6749999999997,tp,3,2.0,train,2021
2021-01-20 12:45:00+00:00,2021-01-20 13:00:00+00:00,rejection,long,1848.985,1848.645,1849.6649999999997,0.33999999999991815,12,london,2021-01-20 13:00:00+00:00,1849.6649999999997,tp,0,2.0,train,2021
2021-01-21 07:30:00+00:00,2021-01-21 07:45:00+00:00,rejection,long,1869.242,1868.695,1870.336,0.5470000000000255,12,london,2021-01-21 07:45:00+00:00,1868.695,sl,0,-1.0,train,2021
2021-01-21 07:45:00+00:00,2021-01-21 08:00:00+00:00,rejection,long,1868.917,1867.868,1871.0149999999999,1.0489999999999782,12,london,2021-01-21 08:00:00+00:00,1867.868,sl,0,-1.0,train,2021
2021-01-21 08:15:00+00:00,2021-01-21 08:30:00+00:00,sweep_reclaim,long,1869.652,1867.688,1873.58,1.9639999999999418,12,london,2021-01-21 08:45:00+00:00,1867.688,sl,1,-1.0,train,2021
2021-01-21 08:45:00+00:00,2021-01-21 09:00:00+00:00,rejection,long,1868.455,1866.792,1871.781,1.663000000000011,12,london,2021-01-21 10:00:00+00:00,1871.781,tp,4,2.0,train,2021
2021-01-21 12:00:00+00:00,2021-01-21 12:15:00+00:00,rejection,long,1871.058,1870.047,1873.08,1.0109999999999673,12,london,2021-01-21 12:30:00+00:00,1873.08,tp,1,2.0,train,2021
2021-01-21 12:30:00+00:00,2021-01-21 12:45:00+00:00,compression_expansion,long,1873.285,1869.938,1879.979,3.34699999999998,12,london,2021-01-21 14:30:00+00:00,1869.938,sl,7,-1.0,train,2021
2021-01-22 08:15:00+00:00,2021-01-22 08:30:00+00:00,sweep_reclaim,long,1865.955,1864.685,1868.495,1.2699999999999818,12,london,2021-01-22 08:30:00+00:00,1864.685,sl,0,-1.0,train,2021
2021-01-26 07:00:00+00:00,2021-01-26 07:15:00+00:00,rejection,short,1855.035,1856.758,1851.5890000000002,1.7229999999999563,12,london,2021-01-26 09:00:00+00:00,1856.758,sl,7,-1.0,train,2021
2021-01-27 07:00:00+00:00,2021-01-27 07:15:00+00:00,rejection,short,1850.615,1851.485,1848.8750000000002,0.8699999999998909,12,london,2021-01-27 07:45:00+00:00,1848.8750000000002,tp,2,2.0,train,2021
2021-01-27 09:15:00+00:00,2021-01-27 09:30:00+00:00,rejection,short,1845.385,1848.812,1838.5310000000002,3.4269999999999072,12,london,2021-01-27 12:30:00+00:00,1846.675,timeout,12,-0.3764225269915374,train,2021
2021-01-28 07:30:00+00:00,2021-01-28 07:45:00+00:00,rejection,short,1837.455,1840.995,1830.375,3.5399999999999636,12,london,2021-01-28 10:45:00+00:00,1837.115,timeout,12,0.09604519774009086,train,2021
2021-01-28 11:15:00+00:00,2021-01-28 11:30:00+00:00,rejection,short,1837.505,1837.995,1836.5250000000005,0.4899999999997817,12,london,2021-01-28 11:30:00+00:00,1837.995,sl,0,-1.0,train,2021
2021-01-28 12:45:00+00:00,2021-01-28 13:00:00+00:00,rejection,short,1837.635,1838.755,1835.3949999999998,1.1200000000001182,12,london,2021-01-28 13:15:00+00:00,1835.3949999999998,tp,1,2.0,train,2021
2021-01-29 10:00:00+00:00,2021-01-29 10:15:00+00:00,rejection,short,1842.148,1843.455,1839.5339999999999,1.3070000000000164,12,london,2021-01-29 12:15:00+00:00,1843.455,sl,8,-1.0,train,2021
2021-02-01 07:45:00+00:00,2021-02-01 08:00:00+00:00,rejection,long,1853.342,1851.248,1857.5300000000002,2.094000000000051,12,london,2021-02-01 08:15:00+00:00,1851.248,sl,1,-1.0,train,2021
2021-02-03 09:00:00+00:00,2021-02-03 09:15:00+00:00,sweep_reclaim,short,1840.797,1841.457,1839.4769999999999,0.6600000000000819,12,london,2021-02-03 09:15:00+00:00,1841.457,sl,0,-1.0,train,2021
2021-02-03 10:30:00+00:00,2021-02-03 10:45:00+00:00,rejection,short,1841.005,1843.025,1836.9650000000001,2.019999999999982,12,london,2021-02-03 13:15:00+00:00,1836.9650000000001,tp,10,2.0,train,2021
2021-02-04 08:15:00+00:00,2021-02-04 08:30:00+00:00,rejection,short,1832.452,1833.855,1829.646,1.40300000000002,12,london,2021-02-04 09:00:00+00:00,1829.646,tp,2,2.0,train,2021
2021-02-04 09:30:00+00:00,2021-02-04 09:45:00+00:00,rejection,short,1825.245,1830.273,1815.1889999999999,5.02800000000002,12,london,2021-02-04 12:45:00+00:00,1818.045,timeout,12,1.4319809069211993,train,2021
2021-02-05 09:15:00+00:00,2021-02-05 09:30:00+00:00,sweep_reclaim,short,1796.869,1797.035,1796.5369999999996,0.16600000000016735,12,london,2021-02-05 09:30:00+00:00,1797.035,sl,0,-1.0,train,2021
2021-02-05 10:00:00+00:00,2021-02-05 10:15:00+00:00,rejection,short,1794.195,1797.049,1788.4869999999999,2.854000000000042,12,london,2021-02-05 12:30:00+00:00,1797.049,sl,9,-1.0,train,2021
2021-02-09 07:00:00+00:00,2021-02-09 07:15:00+00:00,rejection,long,1830.415,1828.785,1833.6749999999997,1.6299999999998818,12,london,2021-02-09 08:00:00+00:00,1833.6749999999997,tp,3,2.0,train,2021
2021-02-09 08:15:00+00:00,2021-02-09 08:30:00+00:00,rejection,long,1835.955,1832.285,1843.2949999999996,3.6699999999998454,12,london,2021-02-09 11:30:00+00:00,1841.005,timeout,12,1.37602179836523,train,2021
2021-02-10 10:30:00+00:00,2021-02-10 10:45:00+00:00,rejection,long,1842.855,1840.425,1847.7150000000001,2.4300000000000637,12,london,2021-02-10 13:45:00+00:00,1842.235,timeout,12,-0.25514403292185267,train,2021
2021-02-12 11:00:00+00:00,2021-02-12 11:15:00+00:00,rejection,short,1821.648,1821.895,1821.1539999999998,0.24700000000007094,12,london,2021-02-12 11:15:00+00:00,1821.895,sl,0,-1.0,train,2021
2021-02-12 11:15:00+00:00,2021-02-12 11:30:00+00:00,rejection,short,1821.612,1822.555,1819.726,0.9429999999999836,12,london,2021-02-12 11:45:00+00:00,1822.555,sl,1,-1.0,train,2021
2021-02-16 08:15:00+00:00,2021-02-16 08:30:00+00:00,rejection,short,1820.698,1822.055,1817.9840000000002,1.356999999999971,12,london,2021-02-16 08:30:00+00:00,1822.055,sl,0,-1.0,train,2021
2021-02-17 09:30:00+00:00,2021-02-17 09:45:00+00:00,rejection,short,1792.095,1793.025,1790.235,0.9300000000000637,12,london,2021-02-17 09:45:00+00:00,1793.025,sl,0,-1.0,train,2021
2021-02-17 10:15:00+00:00,2021-02-17 10:30:00+00:00,sweep_reclaim,short,1793.845,1794.265,1793.0049999999999,0.42000000000007276,12,london,2021-02-17 10:30:00+00:00,1793.0049999999999,tp,0,2.0,train,2021
2021-02-17 12:00:00+00:00,2021-02-17 12:15:00+00:00,rejection,short,1792.675,1793.405,1791.215,0.7300000000000182,12,london,2021-02-17 12:30:00+00:00,1793.405,sl,1,-1.0,train,2021
2021-02-18 07:15:00+00:00,2021-02-18 07:30:00+00:00,sweep_reclaim,short,1777.745,1778.215,1776.8049999999998,0.4700000000000273,12,london,2021-02-18 07:30:00+00:00,1778.215,sl,0,-1.0,train,2021
2021-02-18 08:00:00+00:00,2021-02-18 08:15:00+00:00,sweep_reclaim,short,1779.505,1780.145,1778.2250000000004,0.6399999999998727,12,london,2021-02-18 08:15:00+00:00,1780.145,sl,0,-1.0,train,2021
2021-02-18 10:30:00+00:00,2021-02-18 10:45:00+00:00,sweep_reclaim,short,1782.881,1785.185,1778.2730000000004,2.30399999999986,12,london,2021-02-18 13:45:00+00:00,1783.148,timeout,12,-0.11588541666659792,train,2021
2021-02-19 08:30:00+00:00,2021-02-19 08:45:00+00:00,rejection,short,1762.285,1770.616,1745.6230000000003,8.330999999999904,12,london,2021-02-19 11:45:00+00:00,1766.865,timeout,12,-0.5497539311007058,train,2021
2021-02-22 10:30:00+00:00,2021-02-22 10:45:00+00:00,rejection,long,1785.475,1782.475,1791.475,3.0,12,london,2021-02-22 10:45:00+00:00,1782.475,sl,0,-1.0,train,2021
2021-02-23 07:15:00+00:00,2021-02-23 07:30:00+00:00,rejection,long,1809.905,1809.755,1810.2049999999997,0.14999999999986358,12,london,2021-02-23 07:30:00+00:00,1809.755,sl,0,-1.0,train,2021
2021-02-23 07:45:00+00:00,2021-02-23 08:00:00+00:00,rejection,long,1808.818,1808.078,1810.298,0.7400000000000091,12,london,2021-02-23 08:00:00+00:00,1808.078,sl,0,-1.0,train,2021
2021-02-23 09:15:00+00:00,2021-02-23 09:30:00+00:00,rejection,long,1812.845,1809.045,1820.445,3.7999999999999545,12,london,2021-02-23 12:30:00+00:00,1810.131,timeout,12,-0.7142105263157827,train,2021
2021-02-24 12:45:00+00:00,2021-02-24 13:00:00+00:00,compression_expansion,long,1809.365,1807.415,1813.265,1.9500000000000455,12,london,2021-02-24 13:15:00+00:00,1807.415,sl,1,-1.0,train,2021
2021-02-25 10:15:00+00:00,2021-02-25 10:30:00+00:00,rejection,short,1796.835,1799.665,1791.1750000000002,2.8299999999999272,12,london,2021-02-25 13:00:00+00:00,1799.665,sl,10,-1.0,train,2021
2021-02-26 10:00:00+00:00,2021-02-26 10:15:00+00:00,sweep_reclaim,short,1772.715,1774.795,1768.5549999999996,2.0800000000001546,12,london,2021-02-26 11:45:00+00:00,1768.5549999999996,tp,6,2.0,train,2021
2021-03-01 07:45:00+00:00,2021-03-01 08:00:00+00:00,sweep_reclaim,short,1739.765,1741.015,1737.265,1.25,12,london,2021-03-01 08:00:00+00:00,1737.265,tp,0,2.0,train,2021
2021-03-01 09:15:00+00:00,2021-03-01 09:30:00+00:00,sweep_reclaim,short,1744.695,1745.015,1744.0549999999996,0.3200000000001637,12,london,2021-03-01 09:30:00+00:00,1745.015,sl,0,-1.0,train,2021
2021-03-01 10:30:00+00:00,2021-03-01 10:45:00+00:00,rejection,short,1749.655,1750.815,1747.3349999999998,1.1600000000000819,12,london,2021-03-01 10:45:00+00:00,1750.815,sl,0,-1.0,train,2021
2021-03-02 07:15:00+00:00,2021-03-02 07:30:00+00:00,rejection,short,1724.075,1725.236,1721.753,1.1610000000000582,12,london,2021-03-02 07:30:00+00:00,1725.236,sl,0,-1.0,train,2021
2021-03-02 12:30:00+00:00,2021-03-02 12:45:00+00:00,compression_expansion,short,1713.345,1716.065,1707.905,2.7200000000000273,12,london,2021-03-02 12:45:00+00:00,1716.065,sl,0,-1.0,train,2021
