session,total_trades,win_rate,profit_factor,expectancy_r,avg_r,median_r,sum_r,max_drawdown_r,max_losing_streak,avg_holding_bars
london,2791.0,0.3310641347187388,0.9056422530685614,-0.06103425041641866,-0.06103425041641866,-1.0,-170.34659291222448,-203.865912757733,21.0,2.8065209602293084
