family,total_trades,win_rate,profit_factor,expectancy_r,avg_r,median_r,sum_r,max_drawdown_r,max_losing_streak,avg_holding_bars
compression_expansion,185.0,0.3891891891891892,1.101058770835956,0.05763712013714982,0.05763712013714982,-1.0,10.662867225372716,-15.290322779661343,11.0,5.135135135135135
rejection,1865.0,0.33833780160857907,0.9241291189559165,-0.04824745387231073,-0.04824745387231073,-1.0,-89.98150147185952,-131.5037988002467,28.0,3.074530831099196
sweep_reclaim,741.0,0.2982456140350877,0.8228454094583553,-0.12284474853675802,-0.12284474853675802,-1.0,-91.02795866573769,-109.05851273450507,15.0,1.5506072874493928
