variant,total_trades,win_rate,profit_factor,expectancy_r,median_r,sum_r,max_drawdown_r,max_losing_streak,avg_holding_bars
asia_only,394,0.5076142131979695,1.3281591973002356,0.0838952157685684,0.006930401039162655,33.05471501281595,-8.159751359387403,9,11.51269035532995
asia_mid_high_vol,335,0.5074626865671642,1.290675193080751,0.06827031699129761,0.004882190617732579,22.8705561920847,-7.2292161192537385,9,11.707462686567164
asia_plus_ny_late,957,0.4566353187042842,1.1337129618424808,0.049146903532906586,-0.07892156862744572,47.033586680991604,-15.640977712185794,10,10.349007314524556
mid_high_vol_only,1105,0.4588235294117647,1.1068178886008382,0.037265009885141094,-0.07524388293619258,41.177835923080906,-19.704614293833743,17,10.692307692307692
block_ny_overlap_mid_high_vol,978,0.4611451942740286,1.1063717739498025,0.03694336022595656,-0.059496941443427306,36.13060630098552,-17.274089019084503,14,10.656441717791411
baseline,1778,0.44938132733408326,1.0792286379327263,0.030722252851867016,-0.101254119197825,54.62416557061955,-41.30957541067128,8,10.31496062992126
block_ny_overlap,1540,0.4487012987012987,1.0758497771220008,0.02928889575131381,-0.09859679903790125,45.104899457023265,-36.57665879715188,9,10.294805194805194
