total_trades,win_rate,profit_factor,expectancy_r,avg_r,median_r,sum_r,max_drawdown_r,max_losing_streak,avg_holding_bars,scenario,families,exclude_near_gap
631,0.4120443740095087,1.065351900869105,0.03371017357165667,0.03371017357165667,-0.5129449838187956,21.27111952371536,-30.41133673396882,10,8.63391442155309,family::compression_expansion,compression_expansion,False
4864,0.4048108552631579,1.0126041728559085,0.006622292746583707,0.006622292746583707,-0.6915093341794911,32.21083191938315,-119.79372614306473,17,8.888774671052632,family::momentum_break,momentum_break,False
6750,0.35777777777777775,0.9835044936542437,-0.010233695945019664,-0.010233695945019664,-1.0,-69.07744762888274,-221.1849590232067,17,4.574222222222223,family::rejection,rejection,False
3774,0.37864334923158455,0.9620179407602202,-0.0219550309077163,-0.0219550309077163,-1.0,-82.85828664572131,-155.61137389961198,15,6.61420243773185,family::sweep_reclaim,sweep_reclaim,False
