total_trades,win_rate,profit_factor,expectancy_r,avg_r,median_r,sum_r,max_drawdown_r,max_losing_streak,avg_holding_bars,scenario,atr_floor_mult,atr_cap_mult,exclude_near_gap
8686,0.3800368408933917,1.0053666661298744,0.003101165331935822,0.003101165331935822,-1.0,26.936722073194552,-180.07366550142356,19,6.44727147133318,atr::floor_0.5,0.5,,False
8821,0.37773495068586327,1.0050771156770402,0.002973184746005176,0.002973184746005176,-1.0,26.226462644511656,-190.9895221215842,19,6.28103389638363,atr::floor_0.5_cap_2.5,0.5,2.5,False
8728,0.3778643446379468,0.9950821591205613,-0.0028539596817829557,-0.0028539596817829557,-1.0,-24.90936010260164,-202.1888084469564,19,6.3889780018331805,atr::raw_structural,,,False
8866,0.375366568914956,0.9938299298412436,-0.0036299791053433085,-0.0036299791053433085,-1.0,-32.18339474797377,-215.12696979991009,19,6.220618091585833,atr::cap_2.5,,2.5,False
