iter,sum_r,max_drawdown_r,win_rate
140,-24.909360102601667,-155.96054961239622,0.3778643446379468
141,-24.909360102601667,-146.0345369065538,0.3778643446379468
142,-24.909360102601642,-211.87140537055572,0.3778643446379468
143,-24.909360102601653,-101.43715085000949,0.3778643446379468
144,-24.909360102601674,-170.94545153584147,0.3778643446379468
145,-24.90936010260168,-194.7903039083725,0.3778643446379468
146,-24.909360102601696,-149.7785483672443,0.3778643446379468
147,-24.909360102601667,-172.90986513608587,0.3778643446379468
148,-24.909360102601706,-195.62243615048902,0.3778643446379468
149,-24.90936010260169,-128.22688891738522,0.3778643446379468
150,-24.909360102601674,-193.65675427375285,0.3778643446379468
151,-24.909360102601667,-128.65903403718684,0.3778643446379468
152,-24.90936010260161,-153.19188464575362,0.3778643446379468
153,-24.90936010260166,-192.16094650273308,0.3778643446379468
154,-24.909360102601653,-126.3531207609073,0.3778643446379468
155,-24.909360102601678,-101.83442910698746,0.3778643446379468
156,-24.90936010260171,-123.94115427658534,0.3778643446379468
157,-24.909360102601678,-109.1911356034558,0.3778643446379468
158,-24.909360102601664,-158.70701256252462,0.3778643446379468
159,-24.909360102601646,-101.00372674541201,0.3778643446379468
160,-24.909360102601642,-141.31392783112935,0.3778643446379468
161,-24.909360102601664,-132.22365793697296,0.3778643446379468
162,-24.90936010260168,-156.13540772377092,0.3778643446379468
163,-24.909360102601674,-131.49151509383995,0.3778643446379468
164,-24.90936010260166,-162.40788549460677,0.3778643446379468
165,-24.909360102601653,-99.81235384305876,0.3778643446379468
166,-24.909360102601674,-130.95641521310324,0.3778643446379468
167,-24.90936010260166,-154.01924068562377,0.3778643446379468
168,-24.90936010260167,-145.10557513768464,0.3778643446379468
169,-24.909360102601696,-105.29599581433375,0.3778643446379468
170,-24.90936010260171,-95.83837747627985,0.3778643446379468
171,-24.909360102601667,-157.3554990362948,0.3778643446379468
172,-24.909360102601678,-186.78599373515578,0.3778643446379468
173,-24.909360102601653,-153.48227200080353,0.3778643446379468
174,-24.909360102601646,-131.3594606383565,0.3778643446379468
175,-24.90936010260168,-88.78177158377564,0.3778643446379468
176,-24.90936010260166,-142.21766444370408,0.3778643446379468
177,-24.909360102601696,-106.4883192166669,0.3778643446379468
178,-24.909360102601678,-159.32225026282345,0.3778643446379468
179,-24.909360102601678,-167.95167545463104,0.3778643446379468
180,-24.90936010260167,-178.07856715553032,0.3778643446379468
181,-24.909360102601667,-154.6367366587582,0.3778643446379468
182,-24.909360102601646,-124.84963771963837,0.3778643446379468
183,-24.909360102601667,-197.06970594788027,0.3778643446379468
184,-24.909360102601664,-137.64117216039924,0.3778643446379468
185,-24.909360102601674,-146.6761007695431,0.3778643446379468
186,-24.90936010260168,-223.9125811102192,0.3778643446379468
187,-24.90936010260169,-186.8857767345952,0.3778643446379468
188,-24.909360102601667,-133.5588050556968,0.3778643446379468
189,-24.90936010260165,-183.63366983923956,0.3778643446379468
190,-24.909360102601696,-107.74370452677427,0.3778643446379468
191,-24.90936010260167,-89.16719875934622,0.3778643446379468
192,-24.909360102601667,-163.2076244480574,0.3778643446379468
193,-24.90936010260168,-158.48842245245436,0.3778643446379468
194,-24.90936010260166,-176.13748903163028,0.3778643446379468
195,-24.90936010260166,-264.6873285506011,0.3778643446379468
196,-24.90936010260168,-136.60880214870005,0.3778643446379468
197,-24.909360102601653,-131.46222701103284,0.3778643446379468
198,-24.909360102601635,-191.0202212500379,0.3778643446379468
199,-24.90936010260167,-125.36222445947026,0.3778643446379468
200,-24.909360102601664,-123.24030378309502,0.3778643446379468
201,-24.909360102601656,-108.79012177622826,0.3778643446379468
202,-24.909360102601692,-163.75953700994472,0.3778643446379468
203,-24.90936010260165,-110.67068868782519,0.3778643446379468
204,-24.909360102601653,-162.69814364699994,0.3778643446379468
205,-24.909360102601685,-124.8752483975434,0.3778643446379468
206,-24.909360102601685,-111.3610996164225,0.3778643446379468
207,-24.909360102601692,-105.95348560429022,0.3778643446379468
208,-24.90936010260163,-161.95853351144174,0.3778643446379468
209,-24.90936010260167,-157.76501440770596,0.3778643446379468
210,-24.909360102601696,-126.33953318245332,0.3778643446379468
211,-24.90936010260169,-115.45199802652806,0.3778643446379468
212,-24.909360102601674,-158.96576666419574,0.3778643446379468
213,-24.90936010260167,-102.97423500933627,0.3778643446379468
214,-24.90936010260169,-129.38835616629854,0.3778643446379468
215,-24.90936010260164,-179.24282752837547,0.3778643446379468
216,-24.909360102601653,-163.68219280845247,0.3778643446379468
217,-24.909360102601656,-133.82004983394404,0.3778643446379468
218,-24.909360102601664,-104.46623875042599,0.3778643446379468
219,-24.909360102601646,-99.08353846149008,0.3778643446379468
220,-24.909360102601667,-145.21506605030112,0.3778643446379468
221,-24.909360102601653,-138.9774874531044,0.3778643446379468
222,-24.909360102601656,-132.31288648094272,0.3778643446379468
223,-24.909360102601703,-106.26434547874013,0.3778643446379468
224,-24.909360102601667,-178.15857503239184,0.3778643446379468
225,-24.90936010260166,-149.0529585688281,0.3778643446379468
226,-24.909360102601667,-151.35949973944082,0.3778643446379468
227,-24.909360102601703,-99.78167266108815,0.3778643446379468
228,-24.909360102601678,-151.36461575415098,0.3778643446379468
229,-24.909360102601674,-193.8764102406842,0.3778643446379468
230,-24.909360102601674,-129.01668780737037,0.3778643446379468
231,-24.90936010260169,-158.06839521983906,0.3778643446379468
232,-24.909360102601664,-174.06250294559698,0.3778643446379468
233,-24.90936010260169,-139.1732550358226,0.3778643446379468
234,-24.909360102601667,-136.9401279359668,0.3778643446379468
235,-24.90936010260166,-130.61743374524866,0.3778643446379468
236,-24.909360102601653,-141.94513609456712,0.3778643446379468
237,-24.90936010260168,-157.2603134937315,0.3778643446379468
238,-24.909360102601667,-112.67206391075565,0.3778643446379468
239,-24.909360102601685,-176.6802153033195,0.3778643446379468
240,-24.90936010260165,-143.8585667383622,0.3778643446379468
241,-24.90936010260171,-114.88936051563721,0.3778643446379468
242,-24.909360102601664,-109.60793561114129,0.3778643446379468
243,-24.90936010260169,-141.22705280823368,0.3778643446379468
244,-24.90936010260168,-168.70538222477347,0.3778643446379468
245,-24.90936010260166,-134.12116874791136,0.3778643446379468
246,-24.90936010260169,-114.20889514937406,0.3778643446379468
247,-24.909360102601646,-151.602006476595,0.3778643446379468
248,-24.909360102601635,-224.41813607798093,0.3778643446379468
249,-24.90936010260166,-103.57281604370237,0.3778643446379468
250,-24.90936010260166,-130.25429480524144,0.3778643446379468
251,-24.90936010260166,-110.14261256920402,0.3778643446379468
252,-24.909360102601667,-109.13631430350333,0.3778643446379468
253,-24.909360102601696,-127.56872383406682,0.3778643446379468
254,-24.90936010260166,-108.7646473438922,0.3778643446379468
255,-24.909360102601653,-172.32426003639762,0.3778643446379468
256,-24.909360102601667,-90.70973342700061,0.3778643446379468
257,-24.909360102601667,-158.69041833513072,0.3778643446379468
258,-24.90936010260166,-101.64758108439261,0.3778643446379468
259,-24.909360102601667,-220.16053232061012,0.3778643446379468
260,-24.909360102601656,-106.1894336652649,0.3778643446379468
261,-24.909360102601664,-161.9146074192443,0.3778643446379468
262,-24.909360102601678,-109.06737417434478,0.3778643446379468
263,-24.90936010260166,-194.59009459845495,0.3778643446379468
264,-24.90936010260167,-127.51318146809382,0.3778643446379468
265,-24.909360102601674,-219.13342171191158,0.3778643446379468
266,-24.90936010260168,-154.94627780322676,0.3778643446379468
267,-24.909360102601674,-111.42457702362567,0.3778643446379468
268,-24.909360102601667,-149.85872441842827,0.3778643446379468
269,-24.90936010260166,-141.65938786575873,0.3778643446379468
270,-24.90936010260166,-106.4320096702928,0.3778643446379468
271,-24.909360102601656,-199.75934166142238,0.3778643446379468
272,-24.90936010260164,-178.9738630545744,0.3778643446379468
273,-24.909360102601642,-176.01664806403517,0.3778643446379468
274,-24.909360102601653,-169.91393611045913,0.3778643446379468
275,-24.909360102601653,-105.35859380263369,0.3778643446379468
276,-24.909360102601685,-132.23230764853676,0.3778643446379468
277,-24.90936010260166,-216.14058702209326,0.3778643446379468
278,-24.909360102601703,-156.04807054406092,0.3778643446379468
279,-24.909360102601646,-106.72938014668412,0.3778643446379468
280,-24.90936010260168,-137.57016092686553,0.3778643446379468
281,-24.90936010260168,-108.61263311187147,0.3778643446379468
282,-24.909360102601664,-139.32969558120772,0.3778643446379468
283,-24.909360102601664,-151.64298742446883,0.3778643446379468
284,-24.909360102601667,-139.3453479153053,0.3778643446379468
285,-24.909360102601706,-194.00013034854453,0.3778643446379468
286,-24.90936010260167,-136.50065745003184,0.3778643446379468
287,-24.909360102601674,-134.40680655358307,0.3778643446379468
288,-24.909360102601678,-166.39987527614852,0.3778643446379468
289,-24.909360102601653,-144.20379157393126,0.3778643446379468
290,-24.909360102601667,-163.60163426326264,0.3778643446379468
291,-24.909360102601653,-141.26227322560658,0.3778643446379468
292,-24.90936010260164,-134.11611627043322,0.3778643446379468
293,-24.909360102601653,-155.33066027748634,0.3778643446379468
294,-24.909360102601692,-171.35120402431346,0.3778643446379468
295,-24.909360102601678,-103.6967471980103,0.3778643446379468
296,-24.909360102601667,-163.11548835048976,0.3778643446379468
297,-24.90936010260169,-175.34264852074003,0.3778643446379468
298,-24.909360102601717,-190.47548113130702,0.3778643446379468
299,-24.90936010260169,-93.49046896685391,0.3778643446379468
300,-24.90936010260169,-110.84606104592741,0.3778643446379468
301,-24.909360102601674,-188.39021691199184,0.3778643446379468
302,-24.90936010260166,-108.36220111543832,0.3778643446379468
303,-24.90936010260167,-238.56820653698492,0.3778643446379468
304,-24.90936010260168,-130.42903377287476,0.3778643446379468
305,-24.90936010260168,-193.3050173153531,0.3778643446379468
306,-24.90936010260169,-173.1078690204858,0.3778643446379468
307,-24.90936010260167,-132.28100457823658,0.3778643446379468
308,-24.909360102601646,-221.9846419861096,0.3778643446379468
309,-24.90936010260166,-161.79699116754307,0.3778643446379468
310,-24.90936010260166,-200.93282037535926,0.3778643446379468
311,-24.909360102601685,-146.63772482355932,0.3778643446379468
312,-24.909360102601692,-126.46935071739411,0.3778643446379468
313,-24.90936010260166,-100.96360560716849,0.3778643446379468
314,-24.90936010260169,-216.9354736778341,0.3778643446379468
315,-24.909360102601674,-249.94320858247667,0.3778643446379468
316,-24.909360102601656,-127.0433940505359,0.3778643446379468
317,-24.909360102601678,-107.34132513527803,0.3778643446379468
318,-24.909360102601642,-127.60637847285567,0.3778643446379468
319,-24.90936010260166,-145.51472493312016,0.3778643446379468
320,-24.90936010260164,-119.25801334715507,0.3778643446379468
321,-24.90936010260168,-119.44237257465248,0.3778643446379468
322,-24.909360102601653,-140.48442718634385,0.3778643446379468
323,-24.909360102601667,-128.77434339272935,0.3778643446379468
324,-24.90936010260166,-98.64826139600936,0.3778643446379468
325,-24.90936010260166,-140.56877918309175,0.3778643446379468
326,-24.909360102601653,-296.0950060695001,0.3778643446379468
327,-24.90936010260166,-142.02212088522347,0.3778643446379468
328,-24.909360102601678,-96.73499280729031,0.3778643446379468
329,-24.90936010260168,-174.76636754265868,0.3778643446379468
330,-24.909360102601664,-101.7802671914063,0.3778643446379468
331,-24.90936010260171,-130.57448751278943,0.3778643446379468
332,-24.909360102601656,-149.63967547323753,0.3778643446379468
333,-24.909360102601674,-140.9992677857386,0.3778643446379468
334,-24.909360102601664,-113.44028908732136,0.3778643446379468
335,-24.90936010260165,-95.97652381766741,0.3778643446379468
336,-24.909360102601653,-155.8379766880428,0.3778643446379468
337,-24.909360102601664,-182.5820124842651,0.3778643446379468
338,-24.90936010260166,-114.7361818208623,0.3778643446379468
339,-24.909360102601674,-115.04515991931638,0.3778643446379468
340,-24.909360102601667,-158.18355726273592,0.3778643446379468
341,-24.909360102601674,-139.77274032208982,0.3778643446379468
342,-24.909360102601667,-128.06782618964792,0.3778643446379468
343,-24.909360102601653,-170.85614405709867,0.3778643446379468
344,-24.90936010260168,-172.3208135579406,0.3778643446379468
345,-24.90936010260164,-195.3734564562205,0.3778643446379468
346,-24.90936010260163,-156.43730876327032,0.3778643446379468
347,-24.909360102601692,-79.8866820605306,0.3778643446379468
348,-24.909360102601653,-125.21001193281997,0.3778643446379468
349,-24.90936010260166,-92.26459645994964,0.3778643446379468
350,-24.90936010260167,-106.2643126130916,0.3778643446379468
351,-24.90936010260166,-144.3925489961445,0.3778643446379468
352,-24.90936010260166,-134.13042800814821,0.3778643446379468
353,-24.90936010260168,-177.8511925987885,0.3778643446379468
354,-24.909360102601667,-136.63099234039709,0.3778643446379468
355,-24.909360102601692,-111.05163929435312,0.3778643446379468
356,-24.909360102601674,-125.72113702329086,0.3778643446379468
357,-24.90936010260168,-168.30729698209606,0.3778643446379468
358,-24.909360102601674,-128.64341301537704,0.3778643446379468
359,-24.90936010260166,-125.83974773193259,0.3778643446379468
360,-24.90936010260166,-185.68231515468142,0.3778643446379468
361,-24.90936010260166,-187.16808957504102,0.3778643446379468
362,-24.909360102601692,-220.68706676067666,0.3778643446379468
363,-24.909360102601653,-143.18345000003075,0.3778643446379468
364,-24.909360102601667,-152.1889142732135,0.3778643446379468
365,-24.909360102601703,-97.4004098535761,0.3778643446379468
366,-24.90936010260166,-193.79925291781768,0.3778643446379468
367,-24.909360102601646,-170.85070715070384,0.3778643446379468
368,-24.909360102601667,-85.33246415085361,0.3778643446379468
369,-24.909360102601624,-191.19004962164408,0.3778643446379468
370,-24.90936010260163,-150.25538352535548,0.3778643446379468
371,-24.909360102601674,-132.01968597497108,0.3778643446379468
372,-24.909360102601703,-120.80457371315688,0.3778643446379468
373,-24.909360102601674,-118.96564461685563,0.3778643446379468
374,-24.909360102601667,-168.59563231221983,0.3778643446379468
375,-24.909360102601667,-106.58966496096104,0.3778643446379468
376,-24.90936010260166,-122.1343310395054,0.3778643446379468
377,-24.90936010260164,-87.18894499026949,0.3778643446379468
378,-24.909360102601664,-163.0228686058145,0.3778643446379468
379,-24.90936010260167,-158.32614366494863,0.3778643446379468
380,-24.909360102601678,-137.02452795792834,0.3778643446379468
381,-24.909360102601703,-106.41745751836702,0.3778643446379468
382,-24.909360102601674,-199.02659047558822,0.3778643446379468
383,-24.909360102601667,-234.93891947951084,0.3778643446379468
384,-24.909360102601696,-128.2947445082937,0.3778643446379468
385,-24.909360102601653,-97.17900197862103,0.3778643446379468
386,-24.90936010260167,-102.57196018755212,0.3778643446379468
387,-24.909360102601664,-156.68675236889362,0.3778643446379468
388,-24.909360102601696,-90.1034531308413,0.3778643446379468
389,-24.909360102601653,-169.98602879257209,0.3778643446379468
390,-24.909360102601692,-154.74065437926254,0.3778643446379468
391,-24.90936010260166,-248.70288540373878,0.3778643446379468
392,-24.909360102601696,-157.78943212570886,0.3778643446379468
393,-24.90936010260168,-86.73825607338954,0.3778643446379468
394,-24.909360102601667,-136.93075870419986,0.3778643446379468
395,-24.909360102601656,-116.42092085647145,0.3778643446379468
396,-24.909360102601656,-163.4764028137584,0.3778643446379468
397,-24.90936010260168,-119.79055432893382,0.3778643446379468
398,-24.909360102601692,-154.6950585436161,0.3778643446379468
399,-24.90936010260168,-132.69983059467907,0.3778643446379468
400,-24.909360102601674,-210.6820164961755,0.3778643446379468
401,-24.909360102601664,-140.6395243829595,0.3778643446379468
402,-24.909360102601667,-127.52008048675809,0.3778643446379468
403,-24.909360102601674,-139.33932184235616,0.3778643446379468
404,-24.909360102601696,-101.69119974459261,0.3778643446379468
405,-24.90936010260166,-201.35826303071207,0.3778643446379468
406,-24.909360102601624,-127.85733528091833,0.3778643446379468
407,-24.90936010260166,-133.10103853712207,0.3778643446379468
408,-24.909360102601674,-164.59056821739088,0.3778643446379468
409,-24.909360102601667,-195.7299798103827,0.3778643446379468
410,-24.90936010260167,-173.64262484446948,0.3778643446379468
411,-24.909360102601653,-147.07685829010506,0.3778643446379468
412,-24.909360102601646,-121.43976086586088,0.3778643446379468
413,-24.909360102601667,-150.3376231166355,0.3778643446379468
414,-24.909360102601653,-148.97046849039842,0.3778643446379468
415,-24.909360102601667,-144.7166552773961,0.3778643446379468
416,-24.909360102601635,-126.62596757731438,0.3778643446379468
417,-24.909360102601667,-159.05482627001336,0.3778643446379468
418,-24.90936010260168,-192.6213715327877,0.3778643446379468
419,-24.909360102601642,-139.58063413160812,0.3778643446379468
420,-24.909360102601692,-114.0564752317726,0.3778643446379468
421,-24.90936010260166,-140.758499680044,0.3778643446379468
422,-24.909360102601653,-149.16326572462165,0.3778643446379468
423,-24.909360102601656,-121.91954165526283,0.3778643446379468
424,-24.909360102601642,-139.82435380572343,0.3778643446379468
425,-24.909360102601656,-205.09877846159992,0.3778643446379468
426,-24.909360102601653,-132.13222597414682,0.3778643446379468
427,-24.909360102601703,-155.34596902068446,0.3778643446379468
428,-24.909360102601696,-128.40799085274074,0.3778643446379468
429,-24.90936010260168,-167.82210375770217,0.3778643446379468
430,-24.90936010260164,-151.78565028127886,0.3778643446379468
431,-24.909360102601678,-101.0271448359801,0.3778643446379468
432,-24.90936010260167,-172.7249938799,0.3778643446379468
433,-24.909360102601667,-130.26388810473773,0.3778643446379468
434,-24.90936010260171,-163.6499315984313,0.3778643446379468
435,-24.90936010260166,-178.09656045368274,0.3778643446379468
436,-24.90936010260166,-185.37908298285663,0.3778643446379468
437,-24.90936010260168,-115.68665977433514,0.3778643446379468
438,-24.909360102601678,-122.16020910703631,0.3778643446379468
439,-24.909360102601664,-176.30863357933126,0.3778643446379468
440,-24.90936010260164,-171.8124295262711,0.3778643446379468
441,-24.909360102601696,-120.41498314762114,0.3778643446379468
442,-24.90936010260169,-120.64062809328315,0.3778643446379468
443,-24.90936010260169,-254.93016577640793,0.3778643446379468
444,-24.909360102601692,-179.47428809035034,0.3778643446379468
445,-24.909360102601685,-125.26651872464652,0.3778643446379468
446,-24.90936010260165,-121.53682835256964,0.3778643446379468
447,-24.90936010260167,-138.77354641381038,0.3778643446379468
448,-24.90936010260168,-113.53758943347081,0.3778643446379468
449,-24.9093601026017,-104.37048144977825,0.3778643446379468
450,-24.90936010260165,-177.45028688322085,0.3778643446379468
451,-24.90936010260168,-118.60313774775413,0.3778643446379468
452,-24.90936010260167,-156.36587202715134,0.3778643446379468
453,-24.90936010260168,-154.04571645378957,0.3778643446379468
454,-24.90936010260166,-112.92279299437274,0.3778643446379468
455,-24.909360102601685,-197.49550528798102,0.3778643446379468
456,-24.909360102601664,-91.21910810176746,0.3778643446379468
457,-24.909360102601653,-190.17130288656864,0.3778643446379468
458,-24.909360102601674,-170.67676863352978,0.3778643446379468
459,-24.909360102601667,-143.4952872046635,0.3778643446379468
460,-24.909360102601667,-88.03014618629393,0.3778643446379468
461,-24.909360102601646,-117.87475834570085,0.3778643446379468
462,-24.90936010260164,-143.12293288597476,0.3778643446379468
463,-24.909360102601646,-75.99944772284356,0.3778643446379468
464,-24.909360102601692,-140.90881897942077,0.3778643446379468
465,-24.909360102601664,-172.3594428777396,0.3778643446379468
466,-24.909360102601653,-193.18369318062813,0.3778643446379468
467,-24.909360102601624,-173.9768957223552,0.3778643446379468
468,-24.90936010260164,-201.44018603071322,0.3778643446379468
469,-24.90936010260168,-146.4578471566315,0.3778643446379468
470,-24.909360102601646,-178.73421693917484,0.3778643446379468
471,-24.909360102601667,-173.9936485423285,0.3778643446379468
472,-24.909360102601656,-199.15623649866671,0.3778643446379468
473,-24.909360102601667,-151.684971872989,0.3778643446379468
474,-24.909360102601642,-151.80976532983897,0.3778643446379468
475,-24.909360102601653,-150.27119153909746,0.3778643446379468
476,-24.909360102601653,-133.3070293265667,0.3778643446379468
477,-24.90936010260169,-197.81604555689432,0.3778643446379468
478,-24.909360102601703,-126.45097287470227,0.3778643446379468
479,-24.909360102601667,-99.03501845692514,0.3778643446379468
480,-24.909360102601667,-110.35415163483026,0.3778643446379468
