total_trades,win_rate,profit_factor,expectancy_r,avg_r,median_r,sum_r,max_drawdown_r,max_losing_streak,avg_holding_bars,scenario,sessions,exclude_near_gap
2447,0.3780138945647732,1.022157854460211,0.013060105537295346,0.013060105537295346,-1.0,31.958078249761712,-82.0016490367845,16,5.787494891704127,session::london_only,london,False
2507,0.3685680095731951,1.0176978926009006,0.010642306158474656,0.010642306158474656,-1.0,26.680261539295962,-65.5073364746265,18,5.560829676904667,session::ny_overlap_only,ny_overlap,False
7059,0.37937384898710863,1.011605974961041,0.006745495080278591,0.006745495080278591,-1.0,47.616449771686575,-139.9176647989555,20,6.106105680691316,session::london_ny,"london,ny_overlap,ny",False
8728,0.3778643446379468,0.9950821591205613,-0.0028539596817829557,-0.0028539596817829557,-1.0,-24.90936010260164,-202.1888084469564,19,6.3889780018331805,session::all_sessions,"asia,london,ny_overlap,ny",False
2435,0.38193018480492813,0.9652388853359798,-0.019809309001224195,-0.019809309001224195,-1.0,-48.23566741798091,-100.07592358182931,13,6.840657084188912,session::asia_only,asia,False
3051,0.373320222877745,0.9642408734183675,-0.02089177849830641,-0.02089177849830641,-1.0,-63.74081619833285,-98.21212630552908,12,6.2032120616191415,session::ny_only,ny,False
